Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
127537,Forgiveness Parade,Jeffrey McDaniel,"McDaniel, Jeffrey",,"=""0916397556""","=""9780916397555""",5,4.25,"Manic D Press, Inc.",Paperback,80,1998,1998,2023/01/14,2022/12/29,poetry,poetry (#7),read,,,,1,0
65144859,Cetatea cucului din nori,Anthony Doerr,"Doerr, Anthony",Iulia Gorzo,"=""""","=""9786060971382""",5,4.26,Humanitas Fiction,Paperback,524,2022,2021,2023/01/21,2022/12/28,fiction,fiction (#28),read,"Past: Constantinople. <i>Anna</i> takes care of her ailing sister, her only family, inside the walls of Constantinople. On the other side of the walls <i>Omeir</i>, taken from his home and family, is taking part in the city's siege.<br/><br/>Present: Idaho. Old <i>Zeno</i> along with five children rehearse a play in the public library. In the same building, on a different floor, adolescent <i>Seymour</i> plants a bomb for what he thinks is a noble cause.<br/><br/>Future: The spaceship Argos. Fourteen years old <i>Konstance</i> counts the days she has spent locked by herself in a room.<br/><br/>And what brings together time and space and people is a book. A manuscript of a long-forgotten story. The tale of a hero who perseveres through whatever may come. <br/><br/><i>Cloud Cuckoo Land</i> is a testament to the power of books and stories — one of humanity’s greatest inventions. Stories that shape us, help us grow, and give us hope to go forward. I’m in awe thinking of the intimate relationship between humanity and stories, thinking of how mere ideas and ideals helped build civilizations and individuals.<br/><br/>And thinking about how fiction often proves truer than reality. <br/><br/>This novel has been a journey and I enjoyed every step of it. The characters are all very likable and will make you root for them. <br/>And there is something about historical fiction that took a hold of me; the parts of the story set around the siege of Constantinople were the most enjoyable for me.<br/><br/>Though at times the story is tragic it holds onto hope until the end and has an optimistic outlook. I shed some tears while reading it but that might be just me. Humans do have that effect on me. And more than history and war, more than the world we live in and the stories we tell about it, this is what this novel has been about — humanity. And I absolutely loved it.<br/><br/>It has been some time since I took a book off the shelf and in a few sentences, it convinced me to take it home and I am glad I did.<br/><br/><img src=""https://cdn.dribbble.com/users/1358255/screenshots/4936894/media/3e010c84a1a560ca956f982b9e31ff30.png?compress=1&resize=150x100&vertical=top""></img>",,,1,0
48714173,Povestea lui Kullervo,J.R.R. Tolkien,"Tolkien, J.R.R.","Verlyn Flieger, Alexandru Maniu","=""6060061982""","=""9786060061984""",5,3.42,RAO,Hardcover,176,2019,2015,2022/12/28,2022/10/22,fiction,fiction (#23),read,,,,1,0
60764315,The Ballad of the Sad Café,Carson McCullers,"McCullers, Carson",,"=""024159054X""","=""9780241590546""",5,3.81,Penguin Classics,Hardcover,128,2022,1951,2022/12/01,2022/11/01,fiction,fiction (#24),read,,,,1,0
1627,Brokeback Mountain,Annie Proulx,"Proulx, Annie",,"=""0743271327""","=""9780743271325""",5,3.98,Scribner,Paperback,55,2005,1997,,2022/11/20,fiction,fiction (#25),read,"<blockquote>""Jack, I swear--""</blockquote> <p>this line gets me every time.<br/>add <i>The Wings</i> by Gustavo Santaolalla to the mix and i'm crying my heart out.</p>",,,1,0
41713591,The Inner Room,Robert Aickman,"Aickman, Robert",,"=""0571351778""","=""9780571351770""",2,3.64,Faber & Faber,Paperback,80,2019,1968,2022/11/05,2022/10/06,fiction,fiction (#22),read,Good horror stories seem to evade me.,,,1,0
45791,The Ballad of the Sad Café and Other Stories,Carson McCullers,"McCullers, Carson",,"=""0618565868""","=""9780618565863""",5,3.81,Mariner Books (Houghton Mifflin Company),Paperback,152,2005,1951,,2022/05/07,fiction,fiction (#18),read,Carson McCullers writes about human feelings like no other.<br/>Her writing is so <i>delicate</i> and <i>soothing</i>.,,,1,0
24874303,The Tell-Tale Heart,Edgar Allan Poe,"Poe, Edgar Allan",,"=""0141397268""","=""9780141397269""",5,4.24,Penguin Classics,Paperback,48,2015,1843,,2022/10/06,fiction,fiction (#20),read,,,,1,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.27,Knopf,Kindle Edition,368,2019,2019,2022/11/24,2022/09/02,fiction,fiction (#19),read,,,,1,0
41713579,The Country Funeral,John McGahern,"McGahern, John",,"=""0571351840""","=""9780571351848""",5,3.86,Faber & Faber,Paperback,79,2019,,2022/11/07,2022/10/06,fiction,fiction (#21),read,,,,1,0
60758178,The Prophet,Robin Waterfield,"Waterfield, Robin",Kahlil Gibran,"=""0241573718""","=""9780241573716""",5,4.23,Penguin Books Ltd,Hardcover,128,2022,1923,2023/02/02,2022/10/25,"2023-tbr, poetry","2023-tbr (#4), poetry (#6)",read,,,,1,0
25630779,The Complete Stories,Flannery O'Connor,"O'Connor, Flannery",,"=""0374515360""","=""9780374515362""",5,4.39,Macmillan,Paperback,555,2018,1971,2023/02/15,2022/06/08,"favourites, fiction","favourites (#3), fiction (#17)",read,"<p>I’m conflicted when writing about a book I really like because, on one hand, I could talk for hours about it, and on the other, I feel like my words won’t do justice so I refrain myself. I don’t know where this will go but I decided to give it a chance.</p><p>I am well aware of my subjectivity when praising this anthology but, then again, this is how we perceive Life.</p><p>One of my favourite subjects in literature (and beyond it) is people and human experiences. It is a real joy to catch glimpses of humans being humans -- the little things that we may try to hide, but that make us who we are. Being a silent observer of a show where I’m no longer the main character. And this has been one of the gifts of Flannery O’Connor’s prose: glimpses into the lives of people; strange people, gray people, mostly misfits (my favorite type), from an author with an uncanny grasp of the nuances of human behaviour. O’Connor doesn’t miss anything; the characters she writes are far from perfect, morally flawed, but real. They are you and me (though maybe a bit more), a mixed bag of good and bad, of quirks, longings, obsessions. Sometimes while reading these stories, one will have a hard time telling apart the victim from the villain. As a cartoonist also, she wrote her characters as she would draw them. The descriptions jump out of the page in the form of caricatures.</p><p>Set in the South (of the United States) the stories are written in the genre of Southern Gothic, a genre that I came to love. A sardonic sense of humour, which I adored, is sewn into these stories that are as funny as they are thought-provoking or straight-up weird.</p><p>As a devout Catholic, Flannery O’Connor wrote from a perspective of faith, touching on subjects of morality. Her stories address subjects such as racial integration, the Holocaust, and intersexuality. Issues of race come up often in her stories as do people with disabilities (as she herself was). Recurring motifs of farms, widowed women, sons with inclinations to be writers, and birds let one into the author's mind. </p><p>She wrote the most catchy and beautiful openings to her stories and the most surprising, allegorical, and often violent endings. The characters and situations she wrote about are the most creative, nonconforming, and weird ones I have encountered in my readings. <br/>There’s an elegance and beauty about O'Connor's writing. The sentences are a pleasure to read: picking words like flower petals she had carefully laid down a path.</p><p>The depth of these stories and their dense meaning is something I will explore for the years to come. They are the type of stories that don't give out everything on the first reading so you can be sure that at the second or third reading (or the hundredth) you will still find something surprising about them.</p><p>There is no measure of how much I love these stories or of the impression they left on me. I only know that I encountered something great. Flannery O'Connor's <i>The Complete Stories</i> is everything I love about stories and literature.</p>",,,1,0
18915870,Giovanni's Room,James Baldwin,"Baldwin, James",,"=""""","=""""",4,4.32,Vintage,Kindle Edition,178,2013,1956,2023/02/07,2023/02/02,fiction,fiction (#16),read,,,,1,0
19073499,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""""","=""""",5,4.54,Vintage,Kindle Edition,130,2013,1963,2023/02/10,2023/02/02,non-fiction,non-fiction (#13),read,,,,1,0
49607255,Ereticii Dunei,Frank Herbert,"Herbert, Frank",Ion Brana,"=""6064305274""","=""9786064305275""",5,3.87,Nemira,Paperback,608,2019,1984,2023/02/18,2023/02/11,fiction,fiction (#15),read,"I enjoyed this one. The world-building is exceptional as ever and it managed to bring me back into the Dune Universe after the previous [b: God Emperor of Dune|44439415|God Emperor of Dune (Dune, #4)|Frank Herbert|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564025916l/44439415._SY75_.jpg|3634588]",,,1,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky  Chambers,"Chambers, Becky",,"=""""","=""""",3,4.29,Tordotcom,Kindle Edition,160,2021,2021,,2022/12/11,fiction,fiction (#14),read,,,,1,0
50403480,At Night All Blood is Black,David Diop,"Diop, David",Anna Moschovakis,"=""0374266972""","=""9780374266974""",5,3.83,"Farrar, Straus and Giroux",Hardcover,145,2020,2018,2023/02/25,2022/11/06,fiction,fiction (#13),read,,,,1,0
23841432,Night Sky with Exit Wounds,Ocean Vuong,"Vuong, Ocean",,"=""""","=""""",4,4.20,Copper Canyon Press,Paperback,89,2016,2016,2023/02/25,2023/02/16,poetry,poetry (#5),read,,,,1,0
25844039,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",,"=""""","=""""",5,3.81,Xist Classics,Kindle Edition,89,2015,1884,2023/03/01,2022/04/26,fiction,fiction (#12),read,,,,1,0
537296,"Frog and Toad Are Friends (Frog and Toad, #1)",Arnold Lobel,"Lobel, Arnold",,"=""""","=""""",4,4.24,HarperCollins,Paperback,64,2003,1970,,2023/03/05,fiction,fiction (#11),read,,,,1,0
15956891,Readings from the Book of Exile,Pádraig Ó Tuama,"Tuama, Pádraig Ó",,"=""1848252056""","=""9781848252059""",4,4.41,Canterbury Press Norwich,Paperback,96,2012,2012,2023/03/08,2023/02/27,poetry,poetry (#4),read,,,,1,0
58028296,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408891387""","=""9781408891384""",4,4.34,Bloomsbury,Paperback,352,2017,2011,2023/03/16,2023/03/06,fiction,fiction (#10),read,,,,1,0
40883693,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""""","=""""",5,3.88,Penguin Books,Paperback,107,1993,1937,2023/03/23,2023/03/16,fiction,fiction (#9),read,,,,1,0
29354537,My Life Had Stood a Loaded Gun,Emily Dickinson,"Dickinson, Emily",,"=""0241251400""","=""9780241251409""",3,3.87,Penguin Classics,Paperback,52,2016,1880,2023/04/04,2022/10/13,poetry,poetry (#3),read,,,,1,0
56342755,Povestiri bizare,Olga Tokarczuk,"Tokarczuk, Olga",Cristina Godun,"=""9734683411""","=""9789734683413""",3,3.84,Polirom,Paperback,253,2020,2018,2023/04/07,2023/02/19,"2023-tbr, fiction","2023-tbr (#9), fiction (#8)",read,"Maybe I’ve set my expectations wrong.<br/><br/>That is not to say that this was a bad book or a poorly written one, but most of the time the stories didn’t do it for me. I found the ideas the stories are built upon intriguing, but I personally felt that they weren’t exploited to their real potential. The stories started with a good premise that got lost in a fog on the way.<br/><br/>The last stories (which were also the longest) are the ones that I enjoyed the most and the ones that felt complete and had a satisfactory ending.<br/><br/><br/>As an end note, I couldn’t but wonder how some of these stories would have looked like in a Ted Chiang book.",,,1,0
63211469,Când nu mai înțelegem lumea,Benjamín Labatut,"Labatut, Benjamín",,"=""""","=""9786069785225""",5,4.13,Pandora M,Paperback,208,2022,2019,2023/04/10,2022/12/11,"2023-tbr, non-fiction","2023-tbr (#6), non-fiction (#12)",read,,,,1,0
39027866,Maurice,E.M. Forster,"Forster, E.M.",Cornelia Marinescu,"=""9734671510""","=""9789734671519""",5,4.08,Polirom,Paperback,264,2018,1971,2023/04/20,2022/09/16,fiction,fiction (#7),read,,,,1,0
51629636,The Essentials of Modern Software Engineering,Ivar Jacobson,"Jacobson, Ivar","Harold ""Bud"" Lawson, Pan-Wei Ng, Paul E. McMahon, Michael Goedicke","=""1947487272""","=""9781947487277""",5,4.50,Morgan & Claypool Publishers,Hardcover,425,2019,,,2023/07/01,non-fiction,non-fiction (#11),read,,,,1,0
49532440,Poartă-ți plugul peste oasele morților,Olga Tokarczuk,"Tokarczuk, Olga",Cristina Godun,"=""""","=""9789734679379""",3,3.96,Polirom,Paperback,279,2019,2009,2023/05/04,2023/04/21,fiction,fiction (#6),read,,,,1,0
21862150,The Endarkenment,Jeffrey McDaniel,"McDaniel, Jeffrey",,"=""1306554462""","=""9781306554466""",3,4.25,University of Pittsburgh Press,ebook,84,2014,2008,2023/05/11,2023/04/22,poetry,poetry (#2),read,"I love [a:Jeffrey McDaniel|73204|Jeffrey McDaniel|https://images.gr-assets.com/authors/1262449991p2/73204.jpg]'s witty style and use of language. It makes for some great poems.<br/><br/>(I liked The Endarkenment, but I loved [b: Forgiveness Parade|74571848|Forgiveness Parade|Jeffrey McDaniel|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677903085l/74571848._SY75_.jpg|122828])",,,1,0
43307358,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,"Oseman, Alice",,"=""1444951408""","=""9781444951400""",4,4.56,Hodder Children's Books,Paperback,320,2019,2019,2023/06/17,2023/06/10,fiction,fiction (#5),read,,,,1,0
34389003,Songs of Innocence and of Experience,William Blake,"Blake, William",,"=""0241303052""","=""9780241303054""",4,4.09,Penguin Classic,Hardcover,102,2018,1794,2023/06/18,2023/04/23,poetry,poetry (#1),read,,,,1,0
6763725,Capitalist Realism: Is There No Alternative?,Mark Fisher,"Fisher, Mark",,"=""1846943175""","=""9781846943171""",0,4.23,Zero Books,Paperback,81,2009,2009,2023/06/27,2023/06/15,non-fiction,non-fiction (#10),read,,,,1,0
49977811,Swimming in the Dark,Tomasz Jedrowski,"Jedrowski, Tomasz",,"=""006289000X""","=""9780062890009""",4,4.26,William Morrow,Hardcover,191,2020,2020,,2022/08/30,fiction,fiction (#4),read,,,,1,0
18071075,Wise Blood,Flannery O'Connor,"O'Connor, Flannery",,"=""""","=""""",5,3.83,"Farrar, Straus and Giroux",Kindle Edition,248,2007,1952,2023/07/19,2023/06/27,fiction,fiction (#3),read,,,,1,0
62659,Profit Over People: Neoliberalism and Global Order,Noam Chomsky,"Chomsky, Noam",Robert W. McChesney,"=""1888363827""","=""9781888363821""",4,4.03,Seven Stories Press,Paperback,175,1999,1998,2023/07/24,2023/07/12,non-fiction,non-fiction (#9),read,,,,1,0
77629175,Oameni anxioși,Fredrik Backman,"Backman, Fredrik",Andreea Caleman,"=""""","=""9786067108729""",5,4.18,ART,Paperback,464,2022,2019,2023/08/10,2023/07/27,fiction,fiction (#2),read,"I have been, for a few years now, resisting reading Fredrik Backman, on account of his writing not being <i>my style</i>. (I judged the book by its cover. I should have known better)<br/><br/>Now that I have read this book I can only say that I loved it. I have yet to be sold on the style, but that doesn’t even matter. I love the story, the characters, the mind that conceived it all and every “idiot” that this book is about.<br/><br/>Fredrick Backman is, above all, a story teller. I couldn’t help but wonder how it would be like siting next to him around a campfire or at a dinner table.<br/><br/>Like every book about people, this book made me cry and not just a few times. The last chapters made me want to bury my face in a pillow. (Maybe I should have waited to finish it alone in my bedroom and not on a train)<br/><br/>I don’t plan on reading any other books by Fredrick Backman, but I somehow know this is not the last one.",,,1,0
56497859,The New Age of Empire: How Racism and Colonialism Still Rule the World,Kehinde Andrews,"Andrews, Kehinde",,"=""""","=""""",5,4.31,Penguin,Kindle Edition,273,2021,2021,2023/08/13,2023/07/01,non-fiction,non-fiction (#8),read,,,,1,0
9542791,"The Will to Change: Men, Masculinity, and Love",bell hooks,"hooks, bell",,"=""0743480333""","=""9780743480338""",4,4.38,Atria Books,Kindle Edition,208,2004,2003,2023/09/20,2023/08/06,non-fiction,non-fiction (#7),read,,,,1,0
57318849,The Principles of Communism,Friedrich Engels,"Engels, Friedrich",,"=""9739977090""","=""""",0,4.04,Pattern Books,Paperback,50,2020,1847,,2023/10/07,non-fiction,non-fiction (#6),read,,,,1,0
9739760,Gaza in Crisis: Reflections on Israel's War Against the Palestinians,Noam Chomsky,"Chomsky, Noam",Ilan Pappé,"=""1608460983""","=""9781608460984""",5,4.11,Haymarket Books,ebook,242,2010,2010,2023/10/17,2023/10/07,non-fiction,non-fiction (#5),read,,,,1,0
25445264,On Palestine,Noam Chomsky,"Chomsky, Noam",Ilan Pappé,"=""""","=""""",5,4.19,Penguin,Kindle Edition,168,2015,2015,2023/10/26,2023/10/19,non-fiction,non-fiction (#4),read,,,,1,0
54820179,How to Spot a Fascist,Umberto Eco,"Eco, Umberto","Alastair McEwen, Richard Dixon","=""""","=""""",5,4.34,Vintage Digital,Kindle Edition,58,2020,,,2023/10/28,non-fiction,non-fiction (#3),read,,,,1,0
23481846,Feminism Is for Everybody: Passionate Politics,bell hooks,"hooks, bell",,"=""""","=""""",5,4.15,Routledge,Kindle Edition,138,2014,2000,2023/11/07,2023/08/06,non-fiction,non-fiction (#2),read,,,,1,0
26859265,Why Socialism,Albert Einstein,"Einstein, Albert",,"=""""","=""""",5,4.14,,Kindle Edition,7,2015,1949,,2023/11/08,non-fiction,non-fiction (#1),read,,,,1,0
9577857,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.19,Houghton Mifflin Harcourt,Kindle Edition,258,2013,1949,2023/12/03,2023/11/10,fiction,fiction (#1),read,,,,1,0
17731182,Pendulul lui Foucault,Umberto Eco,"Eco, Umberto",,"=""973463349X""","=""9789734633494""",0,3.91,Polirom,Paperback,746,2013,1988,,2022/06/04,"2023-tbr, currently-reading","2023-tbr (#1), currently-reading (#1)",currently-reading,,,,1,0
58628750,2022 on Goodreads,Various,"Various, Various",,"=""""","=""""",5,4.07,,,,2022,2022,,2022/12/31,,,read,"<b>END OF THE YEAR BOOK OVERVIEW</b><br/><b><i>2022 – the year I got back into reading</i></b> <br/><br/>My thing this year (and the years to follow as I build my taste in books) has been people. Messy people. Strange people. Lonely people and misfits. <br/><br/>Somehow this theme has aligned itself with the works of <i>Carson McCullers</i> and <i>Flannery O'Connor</i>, and the genre of gothic. More precisely southern gothic. <br/><br/>A considerable number of books I've read this year were, coincidentally, set in the south of the United States. Besides the works of <i>Carson McCullers</i> and <i>Flannery O'Connor</i> (<i>The Heart Is a Lonely Hunter</i>, <i>The Ballad of the Sad Cafe</i>, and <i>The Complete Stories</i> respectively) I also read an emotional memoir, which I don't know how I stumbled upon but I am glad I did, of a man's journey away from his fundamentalist upbringing (the book that made me cry the most) and the journal of a journalist's quest through the Deep South to see for himself the struggles of African-Americans amid racial segregation.<br/><br/>Other nonfiction books I read this year include an overview of the earth's history and a very interesting book on the origins of language (rocks and words, two of my all-time interest –  readings on natural science are so fun)<br/><br/>I also read some classics such as <i>The Invisible Man</i>, <i>Lord of the Flies</i>, and <i>Animal Farm</i>. And poetry. My first time reading proper poetry on my own enterprise. <i>Brad Aaron Modlin</i> and <i>Pádraig Ó Tuama</i> are two of the poets that graced my readings. <br/><br/>Science fiction has made it on to the list again with the latest installment of an action-packed series I started in high school and <i>Ted Chiang</i>'s collections of short stories.<br/><br/>And talking about short stories, this has been the genre (apparently, I can call it that) that I enjoyed the most this year and has made a lasting impression on my taste in literature.<br/><br/>The gothic novel <i>The Devil All the Time</i> (which I devoured) and the-most-beautiful <i>One Hundred Years of Solitude</i> (I couldn't imagine such a charming story could exist –  I'm a rational person and all but a word permeated by magic like Macando doesn't sound bad at all) count among the books read in 2022.<br/><br/> <p><blockquote>.  .  .</blockquote></p><br/><br/><b>Some conclusions</b> <br/><br/>I feel like this year I've been the most conscious and intentional with my readings and choices of books. I think it's safe to say that I've read the most beautiful literature of my life these past months and I hope this will be true in the years to follow as well.<br/><br/>I've also extended my horizons this year, discovering some gems along the way and starting to build my taste in literature, and I learned some things about myself (or at least had them brought to my attention), which is definitely a win.<br/><br/>In matter of books, this year has been a great one and I'm looking forward to the next one.<br/><br/> <p><blockquote>.  .  .</blockquote></p><br/>[bc:The Heart Is a Lonely Hunter|37380|The Heart Is a Lonely Hunter|Carson McCullers|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385265834l/37380._SY75_.jpg|860196][bc:One Hundred Years of Solitude|320|One Hundred Years of Solitude|Gabriel García Márquez|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX50_.jpg|3295655][bc:The Complete Stories|25630779|The Complete Stories|Flannery O'Connor|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432988398l/25630779._SY75_.jpg|886814][bc:The Dawn of Language: Axes, Lies,Midwifery and How We Came to Talk|58874484|The Dawn of Language  Axes, Lies, Midwifery and How We Came to Talk|Sverker Johansson|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630157220l/58874484._SY75_.jpg|71244753] [bc:Everyone at This Party Has Two Names|31851874|Everyone at This Party Has Two Names|Brad Aaron Modlin|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479244671l/31851874._SY75_.jpg|52522532][bc:The Country Funeral|41713579|The Country Funeral|John McGahern|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552103254l/41713579._SX50_.jpg|65061353][bc:A River in Egypt|41713584|A River in Egypt|David Means|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552103388l/41713584._SX50_.jpg|65061357][bc:The Ballad of the Sad Café and Other Stories|45791|The Ballad of the Sad Café and Other Stories|Carson McCullers|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388247157l/45791._SY75_.jpg|952665][bc:Black Like Me|42603|Black Like Me|John Howard Griffin|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311696842l/42603._SY75_.jpg|2444552][bc:In the Shelter: Finding a Home in the World|23398580|In the Shelter  Finding a Home in the World|Pádraig Ó Tuama|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414558660l/23398580._SY75_.jpg|42955181][bc:Dark Age|29226553|Dark Age (Red Rising Saga, #5)|Pierce Brown|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525464420l/29226553._SY75_.jpg|49464237][bc:The Name of the Rose|119073|The Name of the Rose|Umberto Eco|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415375471l/119073._SY75_.jpg|3138328][bc:Întotdeauna diavolul|55260466|Întotdeauna diavolul|Donald Ray Pollock|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599495800l/55260466._SY75_.jpg|15005760][bc:Lord of the Flies|55304668|Lord of the Flies|William Golding|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599874805l/55304668._SY75_.jpg|2766512][bc:Where the Light Fell|56637947|Where the Light Fell|Philip Yancey|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617074089l/56637947._SX50_.jpg|88500928][bc:Sapiens: A Brief History of Humankind|23692271|Sapiens  A Brief History of Humankind|Yuval Noah Harari|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595674533l/23692271._SY75_.jpg|18962767][bc:A Little Life|22822858|A Little Life|Hanya Yanagihara|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353l/22822858._SY75_.jpg|42375710]<br/>[a few of the books I enjoyed - <i>visible on the Desktop Version</i>]",,,2,0
